Club,Nickname,Last Name,First Name,Position,2022 Base Salary,2022 Guar. Comp.
Inter Miami,,Lowe,Damion,D,"$225,000.00","$268,333.00"
Inter Miami,,Mabika,Aime ,D,"$65,500.00","$73,625.00"
Inter Miami,,Marsman,Nick,GK,"$474,996.00","$587,184.00"
Inter Miami,,Matuidi,Blaise,M,"$1,500,000.00","$1,500,000.00"
Inter Miami,,McVey ,Christopher,D,"$199,992.00","$224,292.00"
Inter Miami,,Mota,Jean,D-M,"$700,000.00","$805,000.00"
Inter Miami,,Neville ,Harvey ,D,"$65,500.00","$65,500.00"
Inter Miami,,Pizarro,Rodolfo,M-F,"$3,050,000.00","$3,350,000.00"
Inter Miami,,Pozuelo ,Alejandro,M,"$3,800,000.00","$4,693,000.00"
Inter Miami,Robbie,Robinson,Robert,F,"$140,000.00","$185,000.00"
Inter Miami,,Rodriguez,Emerson ,M,"$315,000.00","$350,500.00"
Inter Miami,,Sailor,Ryan ,D,"$65,500.00","$65,500.00"
Inter Miami,,Shea,Brek,M-D,"$182,000.00","$206,100.00"
Inter Miami,,Taylor,Robert ,F,"$252,000.00","$278,900.00"
Inter Miami,,Ulloa,Victor,M,"$250,000.00","$250,000.00"
Inter Miami,,Valencia-Barona,Felipe,F,"$65,500.00","$65,500.00"
Inter Miami,,Vassilev,Indiana,F,"$84,000.00","$134,000.00"
Inter Miami,,Yedlin,DeAndre,D,"$800,000.00","$848,750.00"
LA Galaxy,,Aguirre,Daniel ,M-F,"$66,724.00","$66,724.00"
LA Galaxy,,Alvarez,Efrain,M,"$600,000.00","$706,250.00"
LA Galaxy,,Araujo,Julian,D,"$575,000.00","$678,750.00"
LA Galaxy,,Bond,Jonathan,GK,"$475,000.00","$526,875.00"
LA Galaxy,,Brugman,Gastón,M,"$1,200,000.00","$1,409,000.00"
LA Galaxy,,Cabral ,Kevin ,F,"$1,650,000.00","$1,650,000.00"
LA Galaxy,,Caceres,Martin,D,"$240,000.00","$294,400.00"
LA Galaxy,,Costa ,Douglas ,F,"$3,000,000.00","$5,800,000.00"
LA Galaxy,,Coulibaly,Sega ,D,"$420,000.00","$457,000.00"
LA Galaxy,Marky,Delgado,Marco,M,"$650,000.00","$726,250.00"
LA Galaxy,,DePuy,Nick,D,"$231,000.00","$231,000.00"
LA Galaxy,,Dunbar,Cameron,F,"$120,000.00","$136,750.00"
LA Galaxy,,Edwards,Raheem,D-M,"$275,000.00","$307,500.00"
LA Galaxy,,Esparza-Saldana,Adam,M,"$89,513.00","$89,513.00"
LA Galaxy,,Ferkranus,Marcus,D,"$100,000.00","$113,625.00"
LA Galaxy,,Gasper,Chase,D,"$375,000.00","$400,000.00"
LA Galaxy,,Grandsir,Samuel,F-M,"$900,000.00","$988,427.00"
LA Galaxy,,Harvey,Carlos Miguel,D-M,"$84,000.00","$84,000.00"
LA Galaxy,Chicharito,Hernandez,Javier,F,"$6,000,000.00","$7,443,750.00"
LA Galaxy,,Joveljic,Dejan ,F,"$612,500.00","$612,500.00"
LA Galaxy,,Judd,Preston ,F,"$65,500.00","$65,500.00"
LA Galaxy,,Klinsmann,Jonathan,GK,"$200,000.00","$200,000.00"
LA Galaxy,,Kljestan,Sacha,M,"$84,000.00","$84,000.00"
LA Galaxy,,Leerdam,Kelvin,D,"$300,000.00","$335,000.00"
LA Galaxy,,Neal,Jalen,D,"$100,000.00","$113,625.00"
LA Galaxy,,Perez,Jonathan,M,"$150,000.00","$171,750.00"
LA Galaxy,Riqui,Puig,Ricard ,M,"$1,612,500.00","$1,695,000.00"
LA Galaxy,,Sanchez,Richard,GK,"$84,000.00","$84,000.00"
LA Galaxy,,Vazquez,Victor,M,"$440,000.00","$440,000.00"
LA Galaxy,,Villafaña,Jorge,D,"$450,000.00","$486,667.00"
LA Galaxy,,Williams,Derrick,D,"$750,000.00","$821,458.00"
LA Galaxy,,Zavaleta,Eriq,D,"$84,000.00","$84,000.00"
LAFC,,Acosta,Kellyn,M,"$1,100,000.00","$1,215,000.00"
LAFC,,Arango,Cristian ,M-F,"$624,000.00","$683,000.00"
LAFC,,Bale,Gareth ,M-F,"$1,600,000.00","$2,386,667.00"
LAFC,,Blessing,Latif,M,"$400,000.00","$416,667.00"
LAFC,,Bouanga,Denis ,F,"$2,083,333.00","$2,083,333.00"
LAFC,,Chiellini,Giorgio,D,"$1,000,000.00","$1,075,000.00"
LAFC,,Cifuentes,Jose,M,"$367,875.00","$411,750.00"
LAFC,,Crepeau,Maxime,GK,"$275,000.00","$302,500.00"
LAFC,,Duenas,Erik,D,"$100,000.00","$102,000.00"
LAFC,,Escobar,Franco,D,"$550,008.00","$550,008.00"
LAFC,Mbacke,Fall,Mamadou,D-M,"$106,000.00","$118,750.00"
LAFC,,Gaines,Julian,F,"$85,444.00","$87,444.00"
LAFC,,Ginella,Francisco,M,"$450,000.00","$572,250.00"
LAFC,,Hollingshead,Ryan,D,"$393,750.00","$393,750.00"
LAFC,,Ibeagha,Sebastien,D,"$225,000.00","$252,125.00"
LAFC,,Jennings,Cal,F,"$84,000.00","$84,000.00"
LAFC,Tony,Leone,Antonio,D-M,"$100,000.00","$102,000.00"
LAFC,,McCarthy,John,GK,"$110,000.00","$110,000.00"
LAFC,Jhegson,Méndez,Jhegson Sebastián,M,"$600,000.00","$636,750.00"
LAFC,,Murillo,Jesus,D,"$450,000.00","$509,500.00"
LAFC,Mahala,Opoku,Kwadwo,F-M,"$92,000.00","$133,095.00"
LAFC,,Ordaz,Nathan ,F,"$65,500.00","$68,000.00"
LAFC,,Palacios,Diego,D,"$486,000.00","$510,000.00"
LAFC,,Romero,Tomas,GK,"$90,000.00","$95,000.00"
LAFC,,Sanchez,Ilie,M,"$1,150,000.00","$1,150,000.00"
LAFC,,Segura,Eddie,D,"$200,000.00","$224,000.00"
LAFC,,Tello,Cristian,F,"$1,333,333.00","$1,725,069.00"
LAFC,,Torres,Christian,F,"$90,000.00","$101,230.00"
LAFC,,Traore,Mohamed,D,"$100,000.00","$100,000.00"
LAFC,,Trejo,Danny ,F,"$65,500.00","$65,500.00"
LAFC,,Vela,Carlos,F,"$2,400,000.00","$2,737,500.00"
Major League Soccer,,Barber,Grayson,F,"$84,000.00","$87,750.00"
Major League Soccer,,Corona,Joe,M,"$300,000.00","$315,000.00"
Major League Soccer,,Hundley,Matt,F,"$110,000.00","$119,000.00"
Minnesota United,,Amarilla,Luis,F,"$650,000.00","$785,000.00"
Minnesota United,,Arriaga,Kervin ,M,"$84,000.00","$103,667.00"
Minnesota United,,Benitez,Alan ,D,"$380,000.00","$437,250.00"
Minnesota United,,Boxall,Michael,D,"$602,210.00","$655,307.00"
Minnesota United,,Danladi,Abu,F,"$135,000.00","$142,125.00"
Minnesota United,,Dibassy,Bakaye,D,"$650,000.00","$743,125.00"
Minnesota United,,Dick,Eric,GK,"$84,000.00","$84,000.00"
Minnesota United,,Dotson,Hassani,M-D,"$400,000.00","$457,500.00"
Minnesota United,,Emmings,Fred,GK,"$84,000.00","$90,000.00"
Minnesota United,,Fisher,Oniel,D,"$120,000.00","$133,000.00"
Minnesota United,,Fragapane,Franco ,M-F,"$249,996.00","$257,496.00"
Minnesota United,,Garcia ,Ménder,F,"$300,000.00","$322,313.00"
Minnesota United,,Gonzalez,Jonathan,M,"$240,000.00","$245,000.00"
Minnesota United,,Hansen,Niko,M,"$200,400.00","$219,400.00"
Minnesota United,,Hayes,Jacori,M,"$190,000.00","$199,833.00"
Minnesota United,,Hlongwane,Bongokuhle ,F,"$530,000.00","$580,000.00"
Minnesota United,,Jackson ,Aziel ,M-F,"$66,724.00","$70,633.00"
Minnesota United,,Kallman,Brent,D,"$160,000.00","$168,000.00"
Minnesota United,Nabi,Kibunguchy,Nabilai,F,"$66,724.00","$66,724.00"
Minnesota United,,Lawrence,Kemar,D,"$400,000.00","$482,500.00"
Minnesota United,,Lod,Robin,M-F,"$849,996.00","$952,496.00"
Minnesota United,,McMaster,Justin,M,"$66,724.00","$66,724.00"
Minnesota United,,Metanire,Romain,D,"$720,000.00","$819,250.00"
Minnesota United,,Miller,Tyler,GK,"$425,000.00","$445,938.00"
Minnesota United,,Montgomery,Callum,D,"$85,444.00","$87,361.00"
Minnesota United,,Oluwaseyi,Tani,M-F,"$65,500.00","$65,500.00"
Minnesota United,,Padelford,Devin ,D,"$65,500.00","$72,500.00"
Minnesota United,Bebelo,Reynoso,Emanuel,M,"$850,000.00","$1,066,910.00"
Minnesota United,,Rosales,Joseph ,M,"$65,500.00","$65,500.00"
Minnesota United,,St. Clair,Dayne,GK,"$300,000.00","$321,875.00"
Minnesota United,DJ,Taylor,David,M,"$85,444.00","$85,444.00"
Minnesota United,,Trapp,Wil,M,"$784,875.00","$784,875.00"
Minnesota United,,Weah,Patrick,M-F,"$66,724.00","$79,910.00"
Nashville SC,,Anunga,Tah Brian,M,"$156,000.00","$176,000.00"
Nashville SC,,Bauer,Josh ,D,"$66,724.00","$66,724.00"
Nashville SC,,Bunbury,Teal,M-F,"$400,000.00","$444,167.00"
Nashville SC,,Bwana,Handwalla,F-M,"$140,000.00","$140,000.00"
Nashville SC,,Castellanos,Robert,D,"$84,000.00","$84,000.00"
Nashville SC,,Davis,Sean,M,"$637,500.00","$637,500.00"
Nashville SC,Koze,Donasiyano,Irakoze,M-D,"$66,724.00","$66,724.00"
Nashville SC,,Godoy,Anibal,M,"$800,000.00","$871,250.00"
Nashville SC,,Haakenson,Luke,M,"$84,000.00","$84,000.00"
Nashville SC,,Leal,Randall,F-M,"$850,000.00","$965,000.00"
Nashville SC,,Loba,Ake,F,"$1,250,000.00","$1,491,475.00"
Nashville SC,,Longmire,Ahmed,M-D,"$65,500.00","$65,500.00"
Nashville SC,,Lovitz,Daniel,D,"$498,750.00","$498,750.00"
Nashville SC,,Maher,Jack,D,"$130,000.00","$164,000.00"
Nashville SC,,McCarty,Dax,M,"$475,000.00","$517,500.00"
Nashville SC,,Meredith,Bryan,GK,"$84,000.00","$84,000.00"
Nashville SC,,Meyer ,William ,GK,"$65,500.00","$65,500.00"
Nashville SC,,Miller,Eric,D,"$168,000.00","$168,000.00"
Nashville SC,Shaq,Moore,Shaquell,D,"$700,000.00","$779,400.00"
Nashville SC,,Mukhtar,Hany,M,"$1,637,500.00","$1,926,250.00"
Nashville SC,,Muyl,Alex,M,"$325,000.00","$331,562.00"
Nashville SC,,Panicco,Elliot,GK,"$85,444.00","$85,444.00"
Nashville SC,,Pineiro,Rodrigo,F,"$275,000.00","$372,500.00"
Nashville SC,,Romney,Dave,D,"$475,000.00","$475,000.00"
Nashville SC,,Sapong,CJ,F,"$550,000.00","$550,000.00"
Nashville SC,,Shaffelburg,Jacob,M-F,"$130,000.00","$136,500.00"
Nashville SC,,Washington,Taylor,D-M,"$93,989.00","$107,570.00"
Nashville SC,,Willis,Joe,GK,"$300,000.00","$316,250.00"
Nashville SC,,Zimmerman,Walker,D,"$2,088,235.00","$2,345,214.00"
Nashville SC,,Zubak,Ethan,F,"$116,000.00","$130,000.00"
New England Revolution,,Altidore,Jozy,F,"$3,706,139.00","$4,264,963.00"
New England Revolution,,Bajraktarevic,Esmir,M,"$65,500.00","$71,559.00"
New England Revolution,,Bell,Jon,D,"$84,000.00","$84,000.00"
New England Revolution,Ema,Boateng,Emmanuel,M,"$225,000.00","$225,000.00"
New England Revolution,,Borrero,Dylan ,F,"$550,000.00","$613,962.00"
New England Revolution,,Bou,Gustavo,M-F,"$2,500,000.00","$2,675,000.00"
New England Revolution,,Buck,Noel,M,"$65,500.00","$65,500.00"
New England Revolution,,Bye,Brandon,D,"$325,000.00","$343,813.00"
New England Revolution,AJ,DeLaGarza,AJ,D-M,"$250,000.00","$250,000.00"
New England Revolution,,Diop,Clement,GK,"$125,000.00","$136,250.00"
New England Revolution,,Edwards,Earl,GK,"$84,000.00","$84,000.00"
New England Revolution,,Farrell,Andrew,D,"$425,000.00","$443,750.00"
New England Revolution,,Gil,Carles,M,"$3,250,000.00","$3,545,833.00"
New England Revolution,,Gil,Nacho,M,"$100,000.00","$100,000.00"
New England Revolution,,Gonzalez,Omar,D,"$425,000.00","$450,000.00"
New England Revolution,,Jackson,Jacob,GK,"$65,500.00","$65,500.00"
New England Revolution,,Jones,DeJuan,D-M,"$350,000.00","$370,000.00"
New England Revolution,,Kaptoum,Wilfrid,M,"$525,000.00","$582,500.00"
New England Revolution,,Kessler,Henry,D,"$150,000.00","$170,000.00"
